date,Station_No,TSP,PM2.5,O3,CO,NO2,SO2,Temperature,Humidity
23-02-2021 21:00,1,32.94,15.6,55.43,1330.45,112.74,393.0,28.36,63.19
23-02-2021 22:00,1,30.93,14.59,58.2,1200.6,112.37,377.59,28.32,63.77
23-02-2021 23:00,1,27.64,13.44,55.03,1177.9,112.7,372.48,28.34,64.2
24-02-2021 00:00,1,24.38,12.36,54.77,1267.48,112.48,389.07,28.3,64.74
24-02-2021 01:00,1,22.52,11.64,53.79,1322.29,114.33,393.0,28.3,65.19
24-02-2021 02:00,1,22.14,11.53,55.81,1358.39,115.99,394.31,28.25,65.56
24-02-2021 03:00,1,21.57,11.24,54.8,1309.69,114.17,393.0,28.22,65.92
24-02-2021 04:00,1,20.99,11.13,53.85,1270.91,113.92,393.0,28.2,66.29
24-02-2021 05:00,1,20.96,11.06,52.8,1263.66,113.01,393.0,28.19,66.58
24-02-2021 06:00,1,21.34,11.18,54.31,1322.68,115.37,399.55,28.16,66.91
24-02-2021 07:00,1,23.5,11.78,55.29,1372.34,115.81,418.76,28.19,67.17
24-02-2021 08:00,1,33.46,15.7,65.63,1289.44,113.14,399.99,28.19,67.3
24-02-2021 09:00,1,72.61,30.9,118.66,746.62,119.44,304.36,28.14,66.78
24-02-2021 10:00,1,98.18,41.6,131.74,976.65,125.47,285.29,28.37,65.98
24-02-2021 11:00,1,58.45,26.88,40.32,1065.3,85.4,295.84,25.82,58.98
24-02-2021 12:00,1,54.0,24.6,58.07,1227.94,98.05,319.64,25.7,60.94
24-02-2021 13:00,1,40.57,19.94,62.1,1316.75,106.99,351.08,25.82,62.84
24-02-2021 14:00,1,33.93,16.66,58.82,1274.73,103.73,367.67,25.85,63.34
24-02-2021 15:00,1,34.32,16.29,55.56,1626.5,100.49,366.33,25.83,62.62
24-02-2021 16:00,1,32.49,15.32,56.37,1467.26,102.98,355.88,25.78,61.43
24-02-2021 17:00,1,45.67,20.25,88.96,1020.13,125.18,347.59,27.42,63.38
24-02-2021 18:00,1,45.57,20.54,69.78,917.18,112.39,366.8,27.72,64.11
24-02-2021 19:00,1,40.69,18.27,67.23,899.04,113.89,366.8,27.72,65.12
24-02-2021 20:00,1,35.95,16.67,61.34,910.31,110.94,373.35,27.78,65.6
24-02-2021 21:00,1,33.3,15.71,55.91,896.55,112.45,386.89,27.8,66.06
24-02-2021 22:00,1,33.01,15.65,53.49,931.12,110.54,393.0,27.8,66.27
24-02-2021 23:00,1,32.64,15.6,50.65,934.56,111.07,393.0,27.8,66.22
25-02-2021 00:00,1,31.2,15.19,51.5,1004.09,109.72,399.99,27.8,66.38
25-02-2021 01:00,1,31.48,15.34,51.63,1024.52,108.56,412.21,27.78,66.47
25-02-2021 02:00,1,32.32,15.26,53.13,976.01,110.35,395.18,27.7,66.57
25-02-2021 03:00,1,31.62,14.82,49.01,890.25,111.51,393.0,27.7,66.58
25-02-2021 04:00,1,28.23,13.86,47.18,891.02,109.44,393.0,27.7,66.82
25-02-2021 05:00,1,25.86,13.15,47.7,938.96,108.75,393.44,27.7,67.12
25-02-2021 06:00,1,26.27,13.12,48.91,969.9,108.12,398.24,27.61,67.42
25-02-2021 07:00,1,27.8,13.56,51.79,1034.65,109.94,414.83,27.64,67.81
25-02-2021 08:00,1,31.47,14.46,51.71,1013.22,110.88,419.2,27.83,67.69
25-02-2021 11:00,1,26.0,12.6,41.22,2097.18,88.45,393.0,27.7,61.5
26-02-2021 11:00,1,36.7,18.24,59.41,3482.15,102.62,354.47,26.74,69.44
26-02-2021 12:00,1,40.17,18.95,70.41,2780.39,104.58,368.11,26.82,70.24
26-02-2021 13:00,1,39.53,19.72,67.46,2885.44,102.54,367.67,26.79,69.86
26-02-2021 14:00,1,38.95,19.54,66.77,2286.65,103.67,371.17,26.77,68.93
26-02-2021 15:00,1,42.64,20.99,73.35,1969.21,104.98,373.35,26.82,69.68
26-02-2021 16:00,1,49.99,23.84,90.13,1638.21,114.27,366.36,26.86,70.88
26-02-2021 17:00,1,58.16,26.5,80.91,1432.88,114.39,378.15,27.61,69.97
26-02-2021 18:00,1,61.73,28.09,70.47,1450.84,108.81,413.96,28.23,69.3
26-02-2021 19:00,1,62.02,28.4,78.72,1243.79,113.58,393.87,28.3,70.47
26-02-2021 20:00,1,58.63,27.32,73.94,1161.28,114.3,393.0,28.3,70.88
26-02-2021 21:00,1,55.17,26.05,67.76,1194.51,112.73,396.49,28.32,71.05
26-02-2021 22:00,1,53.87,25.56,67.01,1219.71,112.36,410.86,28.33,71.15
27-02-2021 16:00,1,81.1,37.6,62.82,1249.14,99.75,497.8,29.1,70.4
27-02-2021 17:00,1,82.48,37.66,69.44,1186.11,105.72,472.26,29.11,70.25
27-02-2021 18:00,1,79.86,36.48,63.76,1164.72,106.43,472.04,29.06,70.24
27-02-2021 19:00,1,77.8,35.66,68.05,1110.09,108.69,467.67,28.98,70.18
27-02-2021 20:00,1,75.56,34.82,61.9,1162.62,110.5,471.6,28.95,70.52
27-02-2021 21:00,1,73.46,33.93,58.07,1157.84,107.15,471.6,28.86,69.99
27-02-2021 22:00,1,72.03,32.94,60.0,1131.13,105.34,468.77,28.77,69.52
27-02-2021 23:00,1,63.89,29.29,52.08,1001.74,98.31,445.4,28.76,68.17
28-02-2021 00:00,1,58.53,27.36,50.91,991.86,100.53,445.4,28.7,68.4
28-02-2021 01:00,1,51.74,24.79,49.3,1005.04,101.19,446.27,28.7,68.75
28-02-2021 02:00,1,45.29,22.0,52.08,946.98,102.95,446.71,28.6,68.96
28-02-2021 03:00,1,40.64,19.69,54.15,943.92,106.24,448.02,28.55,69.25
28-02-2021 04:00,1,35.9,17.48,54.77,941.25,109.16,445.4,28.5,69.56
28-02-2021 05:00,1,33.45,16.28,54.44,1008.29,109.69,445.4,28.48,69.95
28-02-2021 06:00,1,30.23,15.04,52.28,1069.79,108.78,446.27,28.42,70.33
28-02-2021 07:00,1,28.51,14.21,54.96,1111.62,111.26,459.81,28.48,70.79
28-02-2021 08:00,1,27.74,13.59,53.39,1087.36,109.75,471.6,28.66,70.63
28-02-2021 09:00,1,29.74,13.55,53.69,998.17,104.55,460.68,28.87,69.83
28-02-2021 10:00,1,28.85,13.03,49.34,912.41,97.49,456.75,29.1,68.84
28-02-2021 11:00,1,26.31,11.89,45.77,829.13,94.07,445.4,29.17,68.05
28-02-2021 12:00,1,25.63,11.72,47.73,805.45,94.35,445.4,29.27,67.8
28-02-2021 13:00,1,24.68,11.69,50.65,778.9,95.83,445.4,29.4,67.76
28-02-2021 14:00,1,22.37,10.52,50.68,737.07,94.63,445.4,29.48,67.42
28-02-2021 15:00,1,21.5,9.82,48.78,743.94,97.8,445.4,29.41,67.69
28-02-2021 16:00,1,22.69,10.21,49.76,735.16,94.38,441.47,29.61,66.44
28-02-2021 17:00,1,26.44,11.87,51.27,736.5,95.7,419.2,29.56,66.3
28-02-2021 18:00,1,28.03,12.64,50.68,781.95,98.37,419.2,29.42,66.43
28-02-2021 19:00,1,26.62,11.97,54.83,796.09,103.04,419.2,29.32,66.53
28-02-2021 20:00,1,26.4,12.21,55.13,798.76,105.93,419.2,29.22,67.43
28-02-2021 21:00,1,25.11,11.92,55.62,818.82,106.52,423.57,29.14,68.42
28-02-2021 22:00,1,23.74,11.46,58.24,795.13,107.74,420.95,29.07,69.38
28-02-2021 23:00,1,23.54,11.46,56.08,759.03,104.98,418.33,29.04,69.76
01-03-2021 00:00,1,23.9,11.66,52.87,743.94,103.54,417.89,29.0,69.86
01-03-2021 01:00,1,23.85,11.76,51.53,715.68,103.2,414.4,28.96,69.93
01-03-2021 02:00,1,22.63,11.01,51.76,709.95,102.57,398.24,28.9,69.82
01-03-2021 03:00,1,20.9,10.42,49.53,717.97,102.16,408.28,28.88,69.66
01-03-2021 04:00,1,21.31,10.7,49.01,723.13,101.88,405.23,28.8,69.62
01-03-2021 05:00,1,20.29,10.51,47.31,736.11,101.63,413.52,28.8,69.69
01-03-2021 06:00,1,20.45,10.77,45.38,807.74,103.7,424.0,28.78,69.89
01-03-2021 07:00,1,21.62,11.13,47.83,907.44,103.57,445.4,28.78,69.96
01-03-2021 08:00,1,29.22,13.86,56.6,903.24,94.82,423.13,28.96,68.5
01-03-2021 09:00,1,31.36,13.93,80.67,704.52,94.01,361.81,29.17,66.02
01-03-2021 10:00,1,119.62,55.31,43.26,769.05,82.54,316.27,27.04,61.87
01-03-2021 11:00,1,105.89,49.09,47.77,734.78,83.56,313.09,26.84,61.35
01-03-2021 12:00,1,100.73,46.12,50.68,807.74,89.11,327.06,26.67,62.41
01-03-2021 13:00,1,84.16,39.3,52.9,873.25,97.49,352.83,26.82,63.55
01-03-2021 14:00,1,83.8,39.13,37.72,835.05,76.69,350.64,27.42,59.77
01-03-2021 15:00,1,82.67,39.14,38.11,778.32,81.02,344.53,27.43,59.31
01-03-2021 16:00,1,85.13,39.56,46.85,792.84,96.8,365.05,27.52,60.84
01-03-2021 17:00,1,71.11,32.42,53.72,837.73,103.64,389.51,28.56,61.28
01-03-2021 18:00,1,56.91,25.82,53.79,907.44,104.39,418.33,28.89,62.97
01-03-2021 19:00,1,42.72,19.34,65.2,918.52,114.61,419.2,28.98,65.37
01-03-2021 20:00,1,33.61,15.07,69.2,817.48,116.06,402.61,28.94,67.05
01-03-2021 21:00,1,29.14,13.58,62.16,769.73,111.51,396.93,28.99,68.13
01-03-2021 22:00,1,26.97,12.82,55.06,754.07,108.59,406.97,28.98,68.6
01-03-2021 23:00,1,26.4,12.6,51.59,725.23,105.17,399.55,28.97,68.73
02-03-2021 00:00,1,24.31,12.19,49.89,758.46,102.63,412.65,28.96,68.91
02-03-2021 01:00,1,23.77,12.06,47.86,820.73,101.31,419.2,29.02,68.9
02-03-2021 02:00,1,23.16,11.78,46.03,857.21,101.47,424.44,29.0,69.08
02-03-2021 03:00,1,22.22,11.67,42.96,820.92,103.07,438.41,28.99,69.34
02-03-2021 04:00,1,23.12,11.78,42.76,836.77,103.32,447.58,28.96,69.58
02-03-2021 05:00,1,24.94,12.18,45.02,882.42,102.88,445.4,28.91,69.76
02-03-2021 06:00,1,27.79,13.27,47.34,949.08,103.82,448.89,28.88,69.96
02-03-2021 07:00,1,28.44,13.5,49.11,1022.42,105.27,472.91,28.92,70.15
02-03-2021 08:00,1,40.17,17.23,61.54,964.74,107.24,442.34,28.94,70.13
02-03-2021 09:00,1,56.02,24.63,93.8,759.42,120.42,352.83,28.15,71.27
02-03-2021 10:00,1,60.14,25.99,95.14,700.02,95.79,291.26,28.17,68.09
02-03-2021 11:00,1,61.3,27.89,75.35,1268.62,81.46,282.52,27.98,64.47
02-03-2021 12:00,1,58.94,28.46,37.69,2339.18,73.55,315.27,27.58,61.56
02-03-2021 13:00,1,62.54,29.85,34.16,1479.1,74.21,320.51,27.33,59.24
02-03-2021 14:00,1,69.32,32.97,38.25,1129.77,76.75,324.01,27.48,58.52
02-03-2021 15:00,1,71.42,33.92,37.17,943.16,80.24,334.49,27.48,57.54
02-03-2021 16:00,1,84.6,39.54,49.79,989.76,96.11,360.25,27.53,58.99
02-03-2021 17:00,1,114.22,52.24,64.09,2028.04,110.79,470.73,28.55,60.61
02-03-2021 18:00,1,78.23,35.67,57.55,1564.67,106.21,463.74,28.97,62.22
02-03-2021 19:00,1,52.15,23.66,60.13,1119.83,107.05,434.05,29.09,63.55
02-03-2021 20:00,1,40.04,18.08,61.15,937.24,109.47,418.33,29.1,65.17
02-03-2021 21:00,1,34.49,15.88,52.8,880.7,106.99,418.76,29.1,65.94
02-03-2021 22:00,1,31.26,14.99,48.45,893.5,103.86,419.2,29.15,66.32
02-03-2021 23:00,1,29.96,14.43,48.36,937.24,104.2,440.6,29.11,66.72
03-03-2021 00:00,1,27.39,13.62,47.9,968.37,103.95,445.4,29.1,67.09
03-03-2021 01:00,1,26.27,13.3,46.39,979.45,101.91,445.4,29.1,67.46
03-03-2021 02:00,1,26.38,13.36,44.04,953.09,102.76,445.4,29.1,67.88
03-03-2021 03:00,1,25.3,12.98,43.74,966.84,101.91,447.15,29.1,68.24
03-03-2021 04:00,1,24.12,12.59,43.22,964.93,102.26,448.89,29.02,68.6
03-03-2021 05:00,1,24.6,12.74,45.05,987.66,102.19,466.8,29.0,68.88
03-03-2021 06:00,1,26.95,13.59,46.0,1050.5,102.0,473.35,29.0,69.1
03-03-2021 07:00,1,29.04,14.28,45.57,1189.74,103.2,497.8,29.04,69.23
03-03-2021 08:00,1,32.09,15.16,45.71,1193.18,103.07,500.86,29.26,68.69
03-03-2021 09:00,1,52.05,22.81,44.1,956.72,77.79,486.01,29.08,64.74
03-03-2021 10:00,1,65.76,30.82,24.01,906.1,67.31,446.27,27.79,58.76
03-03-2021 11:00,1,72.96,34.26,27.55,1025.48,72.27,450.2,27.77,56.57
03-03-2021 12:00,1,77.36,35.76,28.66,2383.68,72.71,490.81,27.69,56.19
03-03-2021 13:00,1,75.08,35.3,28.2,1893.38,75.53,483.83,27.4,55.13
03-03-2021 14:00,1,71.48,34.15,29.48,1566.96,73.87,472.47,27.5,53.54
03-03-2021 15:00,1,70.88,33.69,32.75,1466.69,74.34,454.57,27.4,52.92
03-03-2021 16:00,1,70.02,33.03,35.86,1329.74,80.46,445.4,27.49,52.55
03-03-2021 17:00,1,84.99,38.63,68.84,1210.18,113.83,439.29,28.12,56.4
03-03-2021 18:00,1,112.41,50.73,65.63,1027.01,111.76,446.27,28.93,58.41
03-03-2021 19:00,1,110.55,50.17,72.17,906.49,117.53,429.68,29.1,61.14
03-03-2021 20:00,1,92.34,42.12,72.7,840.59,116.28,415.27,29.1,62.99
03-03-2021 21:00,1,82.41,37.46,70.8,785.53,115.19,396.57,29.09,64.7
03-03-2021 22:00,1,84.18,38.3,68.51,751.39,114.33,393.0,29.09,65.73
03-03-2021 23:00,1,85.29,38.73,67.27,694.09,111.98,376.41,29.04,66.74
04-03-2021 00:00,1,94.59,43.04,66.55,645.39,111.6,363.31,29.01,67.47
04-03-2021 01:00,1,84.49,38.44,61.67,604.13,108.43,344.97,28.99,67.42
04-03-2021 02:00,1,60.86,27.56,58.73,612.73,104.29,341.47,28.95,67.06
04-03-2021 03:00,1,47.71,21.53,61.28,619.22,107.87,341.47,28.9,67.11
04-03-2021 04:00,1,52.77,23.87,61.41,621.9,112.64,340.6,28.9,67.21
04-03-2021 05:00,1,52.14,23.52,62.78,704.79,112.76,341.91,28.86,67.28
04-03-2021 06:00,1,69.81,27.3,63.14,849.38,112.86,372.48,28.8,67.11
04-03-2021 07:00,1,91.18,32.4,73.94,1265.95,119.98,416.58,28.73,67.82
04-03-2021 08:00,1,104.94,33.9,106.0,1063.3,128.07,344.09,28.68,67.57
04-03-2021 09:00,1,110.29,32.7,109.47,923.29,107.59,303.92,29.63,62.58
04-03-2021 10:00,1,50.01,21.33,48.22,1406.52,65.78,330.12,28.54,58.38
04-03-2021 11:00,1,36.59,16.67,48.41,1090.16,81.77,352.31,28.04,57.71
04-03-2021 12:00,1,44.34,20.08,46.36,1151.92,76.72,359.38,27.99,56.8
04-03-2021 13:00,1,59.31,27.08,46.95,978.49,80.83,346.71,27.96,55.82
04-03-2021 14:00,1,62.44,28.52,53.88,1122.12,84.5,351.95,28.08,55.71
04-03-2021 15:00,1,57.25,26.14,57.35,1081.44,91.81,340.6,28.04,56.7
04-03-2021 16:00,1,55.85,25.4,49.43,826.84,87.01,334.49,28.01,55.47
04-03-2021 17:00,1,49.01,21.85,56.63,716.06,93.32,318.77,27.77,55.25
04-03-2021 18:00,1,42.04,17.99,66.41,756.17,105.8,353.26,28.78,57.4
04-03-2021 19:00,1,40.49,17.62,61.02,792.27,98.46,366.8,29.06,58.7
04-03-2021 20:00,1,33.29,14.94,53.46,716.44,90.3,353.7,29.1,58.0
04-03-2021 21:00,1,29.62,13.32,53.26,636.98,94.63,343.22,29.1,58.11
04-03-2021 22:00,1,31.96,14.29,57.84,646.92,101.13,340.6,29.06,59.23
04-03-2021 23:00,1,34.64,15.44,61.93,635.84,103.86,340.6,29.0,60.86
05-03-2021 00:00,1,34.47,15.34,62.23,638.51,104.39,340.6,29.0,62.33
05-03-2021 01:00,1,35.14,15.7,62.62,626.1,105.08,329.68,28.9,63.49
05-03-2021 02:00,1,36.45,16.29,63.34,628.58,104.95,319.2,28.9,64.4
05-03-2021 03:00,1,35.93,16.05,63.11,604.13,108.53,317.89,28.84,65.24
05-03-2021 04:00,1,34.04,15.28,63.37,615.4,109.22,318.77,28.79,66.26
05-03-2021 05:00,1,34.57,15.46,64.55,653.6,113.23,316.15,28.73,66.72
05-03-2021 06:00,1,36.88,16.62,65.24,756.36,111.23,325.32,28.64,66.79
05-03-2021 07:00,1,53.76,22.53,69.92,846.13,106.05,328.81,28.3,66.79
05-03-2021 08:00,1,65.53,23.71,77.73,678.02,93.55,268.67,28.05,62.54
05-03-2021 09:00,1,51.87,18.5,60.08,521.26,51.73,221.51,29.37,51.68
05-03-2021 10:00,1,45.66,20.72,46.82,492.4,54.26,230.56,28.14,51.85
05-03-2021 11:00,1,62.36,28.45,68.02,1236.15,99.78,266.37,26.94,57.8
05-03-2021 12:00,1,69.65,32.0,63.99,1215.14,94.98,312.22,26.8,59.1
05-03-2021 13:00,1,64.88,29.94,56.99,923.29,86.07,303.05,27.1,57.59
05-03-2021 14:00,1,34.56,16.4,60.39,890.44,88.83,292.57,27.17,57.28
05-03-2021 15:00,1,40.08,18.13,61.05,1008.29,91.43,295.62,27.17,57.89
05-03-2021 16:00,1,57.43,26.08,53.85,836.96,87.2,292.57,27.39,56.08
05-03-2021 17:00,1,56.24,25.43,63.57,802.58,99.59,303.05,27.63,57.49
05-03-2021 18:00,1,42.95,19.21,62.78,774.12,95.26,329.25,28.68,57.52
05-03-2021 19:00,1,37.85,17.04,63.18,754.45,98.68,341.47,28.8,59.41
05-03-2021 20:00,1,32.67,14.72,63.96,735.92,101.88,340.16,28.81,60.48
05-03-2021 21:00,1,30.43,13.69,60.49,714.34,102.22,339.29,28.86,60.93
05-03-2021 22:00,1,30.28,13.43,60.23,723.89,104.51,330.56,28.86,61.32
05-03-2021 23:00,1,37.51,15.72,64.32,781.38,108.31,324.88,28.83,61.77
06-03-2021 00:00,1,50.1,21.86,58.63,765.91,103.79,331.87,28.8,61.59
06-03-2021 01:00,1,42.62,19.15,57.97,720.83,101.25,315.71,28.8,61.5
06-03-2021 02:00,1,35.34,15.76,54.47,665.06,97.64,314.4,28.73,61.26
06-03-2021 03:00,1,29.09,12.9,56.14,634.88,103.95,314.4,28.7,61.4
06-03-2021 04:00,1,42.32,19.03,59.22,750.63,107.74,324.01,28.64,62.31
06-03-2021 05:00,1,81.76,35.98,57.52,1081.06,105.67,379.46,28.54,62.61
06-03-2021 06:00,1,74.26,32.02,52.44,1659.41,99.06,479.9,28.49,63.0
06-03-2021 07:00,1,84.18,35.31,64.22,2377.76,109.56,588.63,28.59,63.54
06-03-2021 08:00,1,63.01,27.94,71.88,1667.81,118.1,465.05,28.72,62.43
06-03-2021 09:00,1,55.52,24.24,78.62,1216.67,119.26,396.49,28.97,61.56
06-03-2021 10:00,1,44.46,20.15,60.89,946.99,93.92,383.43,29.18,60.44
06-03-2021 11:00,1,40.73,18.45,55.62,804.87,84.16,370.73,29.31,59.73
06-03-2021 12:00,1,38.3,17.28,57.42,762.85,81.21,367.67,29.41,58.93
06-03-2021 13:00,1,40.57,18.32,62.88,760.56,81.96,372.91,29.52,58.14
06-03-2021 14:00,1,44.88,20.36,65.66,792.08,82.18,389.51,29.66,57.66
06-03-2021 15:00,1,46.26,20.92,68.74,796.28,85.82,392.56,29.81,57.53
06-03-2021 16:00,1,46.28,20.95,71.29,832.76,92.12,395.18,29.85,59.12
06-03-2021 17:00,1,36.26,16.37,60.95,801.44,89.33,393.0,29.9,58.72
06-03-2021 18:00,1,35.28,15.89,57.25,837.73,96.3,394.31,29.83,59.29
06-03-2021 19:00,1,40.15,17.93,62.88,925.2,105.24,393.0,29.76,59.96
06-03-2021 20:00,1,46.04,20.83,65.52,893.88,107.92,393.0,29.7,60.86
07-03-2021 08:00,1,33.8,15.32,62.82,716.25,99.28,340.6,29.3,66.95
07-03-2021 09:00,1,35.89,16.16,59.12,769.37,95.41,342.82,29.41,66.43
07-03-2021 10:00,1,39.74,17.63,54.9,816.91,89.77,366.8,29.65,65.48
07-03-2021 11:00,1,44.75,19.78,57.52,823.59,86.51,381.21,29.83,64.54
07-03-2021 12:00,1,46.52,21.02,58.5,807.36,83.5,392.13,29.98,63.37
07-03-2021 13:00,1,46.86,21.19,55.78,797.81,77.57,392.13,30.04,61.65
07-03-2021 14:00,1,42.28,19.13,63.81,790.93,84.66,391.67,30.14,61.58
07-03-2021 15:00,1,33.47,15.1,69.42,793.41,92.63,393.0,30.22,63.02
07-03-2021 16:00,1,30.44,13.7,64.48,829.32,92.66,393.87,30.24,63.49
07-03-2021 17:00,1,32.28,14.59,58.04,863.51,87.89,393.0,30.21,62.96
07-03-2021 18:00,1,33.2,14.93,44.99,785.58,78.92,368.98,30.08,60.22
07-03-2021 19:00,1,34.79,15.65,48.68,786.54,83.28,366.8,29.93,59.51
07-03-2021 20:00,1,36.38,16.43,55.09,795.9,86.63,363.74,29.77,59.98
07-03-2021 21:00,1,38.8,17.49,58.07,801.05,91.12,363.31,29.7,60.75
07-03-2021 22:00,1,41.54,18.75,61.21,865.8,97.64,366.8,29.7,61.3
07-03-2021 23:00,1,42.51,19.25,63.05,902.48,104.01,365.93,29.6,61.62
08-03-2021 00:00,1,44.33,19.99,64.48,878.22,106.33,347.15,29.56,61.88
08-03-2021 01:00,1,52.11,23.56,66.38,879.94,109.0,341.91,29.52,62.04
08-03-2021 02:00,1,49.66,22.4,66.41,882.42,108.59,339.73,29.48,62.12
08-03-2021 03:00,1,48.93,22.09,63.44,882.8,106.02,340.6,29.4,62.39
08-03-2021 04:00,1,56.56,24.62,60.69,918.14,102.57,341.47,29.35,61.24
08-03-2021 05:00,1,73.98,30.71,63.01,1019.56,109.69,363.74,29.26,61.02
08-03-2021 06:00,1,97.18,39.65,66.41,1595.61,115.59,465.05,29.2,62.18
08-03-2021 07:00,1,112.81,44.55,77.02,2286.46,126.22,563.3,29.26,63.6
08-03-2021 08:00,1,127.3,43.88,114.67,1591.22,140.84,433.17,29.29,65.73
08-03-2021 09:00,1,74.75,32.69,60.59,1418.56,87.23,397.37,27.77,62.84
08-03-2021 10:00,1,65.38,29.66,70.08,1216.48,93.35,362.87,27.25,62.16
08-03-2021 11:00,1,68.37,31.03,54.09,1083.61,75.91,340.6,27.36,58.67
08-03-2021 14:00,1,64.74,29.59,75.39,811.8,85.4,291.03,26.68,58.29
08-03-2021 15:00,1,72.43,32.81,81.17,861.6,95.67,298.68,26.74,59.71
08-03-2021 16:00,1,60.74,27.64,82.28,879.94,102.26,295.62,26.84,60.92
08-03-2021 17:00,1,45.76,20.8,76.95,839.83,109.41,328.81,27.9,60.39
08-03-2021 18:00,1,47.78,21.23,69.33,932.46,106.74,368.55,28.84,61.07
08-03-2021 19:00,1,53.44,23.8,64.65,985.56,100.5,393.0,29.09,60.52
08-03-2021 20:00,1,55.1,24.88,73.09,944.11,104.64,388.2,29.18,62.06
08-03-2021 21:00,1,50.07,22.56,73.29,897.7,107.59,370.73,29.16,63.93
08-03-2021 22:00,1,43.37,19.54,68.57,809.08,107.09,367.24,29.17,64.96
08-03-2021 23:00,1,39.52,17.7,64.88,730.77,107.09,366.8,29.15,65.76
09-03-2021 00:00,1,38.17,17.1,62.72,686.07,106.46,350.21,29.12,66.4
09-03-2021 01:00,1,39.34,17.6,62.52,696.77,104.01,340.6,29.1,66.87
09-03-2021 02:00,1,41.11,18.46,61.87,719.12,102.1,339.29,29.06,67.1
09-03-2021 03:00,1,39.19,17.55,61.31,708.8,103.73,337.11,29.0,67.18
09-03-2021 04:00,1,39.92,18.01,60.23,690.85,110.35,331.87,29.0,67.36
09-03-2021 05:00,1,41.55,18.7,57.81,760.94,109.16,337.98,28.97,67.5
09-03-2021 06:00,1,54.18,23.89,61.34,955.19,113.39,358.5,28.9,67.46
09-03-2021 07:00,1,95.87,37.86,80.58,2118.76,125.31,501.29,28.77,67.56
09-03-2021 08:00,1,115.88,39.43,106.26,1522.84,137.73,402.61,28.93,67.48
09-03-2021 09:00,1,103.05,36.6,109.27,1107.8,100.44,324.88,29.74,63.29
09-03-2021 10:00,1,76.04,30.76,73.24,971.53,59.32,327.05,29.71,58.55
09-03-2021 11:00,1,55.23,25.14,43.84,973.53,71.11,314.84,27.42,56.93
09-03-2021 12:00,1,77.67,34.96,67.3,1031.97,95.73,322.26,27.01,60.5
09-03-2021 13:00,1,85.01,38.69,61.51,1019.94,92.85,314.4,26.94,60.09
10-03-2021 08:00,1,105.5,42.31,95.24,1769.28,126.76,419.2,29.53,63.94
10-03-2021 09:00,1,140.62,53.98,140.88,2080.37,112.57,434.05,30.07,61.12
10-03-2021 10:00,1,84.87,36.4,71.32,1223.74,67.16,344.09,27.85,56.1
10-03-2021 11:00,1,64.26,29.14,80.09,1234.82,101.19,367.67,27.5,59.72
10-03-2021 12:00,1,60.81,27.41,62.1,1146.57,87.32,345.84,27.33,57.67
10-03-2021 13:00,1,59.38,25.1,66.64,1056.04,95.89,338.42,27.27,59.36
10-03-2021 14:00,1,55.62,25.23,62.03,950.22,89.96,315.27,27.24,58.41
10-03-2021 15:00,1,64.34,27.9,74.01,1012.68,93.75,313.53,27.1,58.06
10-03-2021 16:00,1,55.89,25.33,77.57,1425.05,102.76,313.96,27.12,59.32
10-03-2021 17:00,1,60.83,27.04,84.28,1095.38,120.01,338.85,28.42,61.42
10-03-2021 18:00,1,77.25,34.36,69.29,1056.23,111.88,370.73,29.18,62.68
10-03-2021 19:00,1,83.5,37.59,63.6,987.09,103.13,370.29,29.39,62.42
10-03-2021 20:00,1,76.33,34.35,64.39,907.25,100.0,349.77,29.4,62.12
10-03-2021 21:00,1,74.92,33.86,64.39,895.41,103.67,340.6,29.4,62.42
10-03-2021 22:00,1,75.0,33.8,66.81,959.01,109.81,342.35,29.44,62.91
10-03-2021 23:00,1,72.88,33.12,64.35,911.07,110.57,341.91,29.4,63.26
11-03-2021 00:00,1,71.46,32.34,64.81,868.29,115.87,337.11,29.4,63.8
11-03-2021 01:00,1,73.64,32.66,64.58,831.8,114.02,322.7,29.4,64.17
11-03-2021 02:00,1,71.14,32.18,66.71,800.48,113.83,314.4,29.37,64.52
11-03-2021 03:00,1,73.78,33.48,68.93,836.2,117.97,316.58,29.3,64.91
11-03-2021 04:00,1,69.2,31.34,71.16,888.91,122.77,320.95,29.3,65.28
11-03-2021 05:00,1,78.41,33.81,69.33,981.93,122.55,345.4,29.3,65.59
11-03-2021 06:00,1,95.12,39.26,67.99,1307.4,123.4,400.42,29.28,65.96
11-03-2021 07:00,1,106.31,41.42,81.5,2187.14,129.92,511.77,29.35,65.71
11-03-2021 08:00,1,108.33,35.86,101.68,1423.52,118.1,374.66,29.58,64.11
11-03-2021 09:00,1,93.57,33.92,111.01,1158.03,99.56,328.81,30.18,61.4
11-03-2021 10:00,1,76.99,29.38,96.97,916.42,69.07,306.98,30.9,56.89
11-03-2021 11:00,1,60.13,27.33,39.36,1624.84,60.32,313.09,27.92,56.28
11-03-2021 12:00,1,62.19,28.29,55.75,1231.57,84.06,316.58,27.29,55.72
11-03-2021 13:00,1,64.73,29.66,75.12,1049.16,104.45,314.4,27.33,58.83
11-03-2021 14:00,1,68.78,31.27,56.57,1294.38,81.17,314.4,28.18,54.98
11-03-2021 15:00,1,69.72,31.37,59.35,1783.56,84.94,324.01,28.19,54.8
11-03-2021 16:00,1,63.88,29.07,57.42,1296.51,90.3,317.02,28.2,54.85
