date,Station_No,TSP,PM2.5,O3,CO,NO2,SO2,Temperature,Humidity
18-06-2022 17:00,1,9.02,3.03,,800.31,,,29.83,75.41
18-06-2022 18:00,1,27.83,9.52,,729.54,,,27.95,80.43
18-06-2022 19:00,1,29.63,9.93,,729.22,,,26.96,82.15
18-06-2022 20:00,1,32.62,10.55,,734.4,,,26.77,81.62
18-06-2022 21:00,1,36.55,11.53,,747.15,,,26.68,83.37
18-06-2022 22:00,1,43.52,13.72,,760.08,,,26.54,87.01
18-06-2022 23:00,1,47.03,15.72,,776.84,,,26.03,92.73
19-06-2022 00:00,1,54.57,15.18,,753.07,,,26.45,88.21
19-06-2022 01:00,1,70.07,19.88,,759.87,,,26.52,88.83
19-06-2022 02:00,1,73.98,24.07,,760.35,,,26.44,89.42
19-06-2022 03:00,1,90.72,31.58,,759.86,,,26.02,91.13
19-06-2022 04:00,1,81.88,29.45,,763.37,,,25.8,91.8
19-06-2022 05:00,1,116.03,40.72,,803.33,,,25.54,93.49
19-06-2022 06:00,1,121.73,41.18,,828.9,,,26.52,90.77
19-06-2022 07:00,1,128.08,43.0,,810.62,,,28.51,83.62
19-06-2022 08:00,1,99.47,35.65,,794.87,,,30.34,77.94
19-06-2022 09:00,1,89.5,33.12,,783.86,,,31.81,73.76
19-06-2022 12:00,1,29.6,10.0,,1012.61,,,34.38,64.17
19-06-2022 13:00,1,29.82,10.05,,718.13,,,32.97,66.27
19-06-2022 14:00,1,29.68,9.97,,712.14,,,29.2,76.69
19-06-2022 15:00,1,26.42,8.62,,733.88,,,30.12,75.62
19-06-2022 16:00,1,30.22,10.0,,739.95,,,29.99,75.06
19-06-2022 17:00,1,18.11,5.68,,705.69,,,25.58,89.52
19-06-2022 18:00,1,9.18,3.1,,738.77,,,24.3,94.88
19-06-2022 19:00,1,9.03,3.07,,789.56,,,24.77,96.0
19-06-2022 20:00,1,9.7,3.77,,811.37,,,24.79,96.25
19-06-2022 21:00,1,9.9,3.93,,791.89,,,24.92,95.02
19-06-2022 22:00,1,9.97,3.97,,758.5,,,24.88,94.28
19-06-2022 23:00,1,9.7,3.8,,730.92,,,24.72,93.87
20-06-2022 00:00,1,10.15,4.0,,735.29,,,24.68,94.44
20-06-2022 01:00,1,10.33,4.0,,739.42,,,24.47,95.67
20-06-2022 02:00,1,10.28,4.0,,743.05,,,24.28,96.51
20-06-2022 03:00,1,10.0,4.0,,751.66,,,24.48,96.24
20-06-2022 04:00,1,11.13,4.05,,761.1,,,24.62,95.54
20-06-2022 05:00,1,11.65,4.3,,765.13,,,24.71,95.07
20-06-2022 06:00,1,14.0,5.6,,811.85,,,25.38,94.19
20-06-2022 07:00,1,11.23,4.12,,784.86,,,27.72,86.79
20-06-2022 08:00,1,9.45,3.37,,734.66,,,30.26,79.88
20-06-2022 09:00,1,8.85,3.0,,739.95,,,32.43,73.52
20-06-2022 10:00,1,14.48,5.07,,719.67,,,34.1,67.07
20-06-2022 11:00,1,43.23,14.55,,730.94,,,34.74,63.62
20-06-2022 12:00,1,32.18,10.95,,712.24,,,35.34,61.46
20-06-2022 13:00,1,26.62,8.73,,707.31,,,33.52,65.8
20-06-2022 14:00,1,28.02,9.15,,701.88,,,35.58,58.4
20-06-2022 15:00,1,45.85,16.53,,724.63,,,32.88,65.33
20-06-2022 16:00,1,53.3,17.82,,746.47,,,28.18,82.88
20-06-2022 17:00,1,33.83,11.57,,781.0,,,26.31,92.48
20-06-2022 18:00,1,27.9,9.25,,728.19,,,25.12,92.07
20-06-2022 19:00,1,20.1,6.03,,717.4,,,24.0,91.39
20-06-2022 20:00,1,34.35,11.75,,758.4,,,24.07,94.2
20-06-2022 21:00,1,55.38,20.27,,826.42,,,24.7,96.35
20-06-2022 22:00,1,49.17,17.35,,834.08,,,25.12,96.61
20-06-2022 23:00,1,52.8,18.45,,816.12,,,25.05,96.05
21-06-2022 00:00,1,87.6,30.25,,790.22,,,25.01,95.56
21-06-2022 01:00,1,121.97,41.12,,793.26,,,24.72,95.92
21-06-2022 02:00,1,134.75,44.08,,747.13,,,24.49,95.61
21-06-2022 03:00,1,152.35,48.02,,754.03,,,24.58,95.83
21-06-2022 04:00,1,181.33,66.4,,758.71,,,24.56,96.42
21-06-2022 05:00,1,209.1,76.82,,778.1,,,24.7,96.74
21-06-2022 06:00,1,146.47,52.28,,845.71,,,25.73,95.54
21-06-2022 07:00,1,74.32,26.58,,866.07,,,28.83,86.66
21-06-2022 08:00,1,58.35,21.3,,830.53,,,30.84,79.14
21-06-2022 09:00,1,38.43,13.53,,790.74,,,32.83,70.94
21-06-2022 10:00,1,45.69,16.6,,782.08,,,34.26,64.62
21-06-2022 11:00,1,37.97,13.25,,743.64,,,32.97,68.85
21-06-2022 12:00,1,37.55,12.38,,744.06,,,34.18,63.21
21-06-2022 13:00,1,44.17,14.63,,739.95,,,33.17,68.09
21-06-2022 14:00,1,25.0,7.67,,716.88,,,32.36,67.41
21-06-2022 15:00,1,28.95,8.98,,724.71,,,30.01,73.69
21-06-2022 16:00,1,28.5,8.78,,735.29,,,29.28,73.4
21-06-2022 17:00,1,22.24,6.73,,727.28,,,27.26,83.72
23-02-2021 21:00,2,27.69,13.96,74.46,1238.46,58.38,367.4,28.1,64.73
23-02-2021 22:00,2,25.99,13.15,76.1,1126.11,58.34,366.8,28.05,65.39
23-02-2021 23:00,2,23.34,12.23,75.15,1100.73,58.69,366.8,28.06,65.85
24-02-2021 00:00,2,20.75,11.26,72.3,1138.17,58.15,366.36,28.03,66.39
24-02-2021 01:00,2,19.32,10.7,70.08,1166.06,58.72,367.24,28.0,66.84
24-02-2021 02:00,2,19.21,10.54,72.11,1185.16,59.69,368.11,27.96,67.26
24-02-2021 03:00,2,18.73,10.46,74.04,1185.92,60.35,366.8,27.94,67.63
24-02-2021 04:00,2,18.19,10.18,74.66,1176.75,61.07,366.8,27.9,67.99
24-02-2021 05:00,2,17.98,10.1,73.45,1167.2,60.6,366.8,27.9,68.3
24-02-2021 06:00,2,18.45,10.26,71.09,1167.58,59.41,369.42,27.86,68.62
24-02-2021 07:00,2,20.09,10.87,71.75,1209.41,59.97,375.1,27.93,68.87
24-02-2021 08:00,2,30.16,14.47,79.04,1123.08,58.75,378.15,27.94,68.91
24-02-2021 09:00,2,66.86,27.88,116.57,743.37,64.8,317.02,27.96,68.1
24-02-2021 10:00,2,91.73,38.07,130.87,931.32,70.64,314.4,28.19,67.25
24-02-2021 11:00,2,50.33,23.8,52.02,915.48,40.25,314.4,25.88,59.83
24-02-2021 12:00,2,46.8,22.06,61.18,1025.1,47.52,313.53,25.76,61.56
24-02-2021 13:00,2,35.5,17.92,66.51,1067.69,53.1,322.7,25.85,63.69
24-02-2021 14:00,2,28.78,14.9,64.32,1040.38,52.76,337.54,25.88,64.04
24-02-2021 15:00,2,29.29,14.73,63.72,1351.22,52.63,340.11,25.93,63.18
24-02-2021 16:00,2,28.44,14.03,62.95,1221.25,52.51,323.13,25.92,62.03
24-02-2021 17:00,2,43.33,18.8,77.93,878.6,63.96,330.99,27.56,64.32
24-02-2021 18:00,2,41.28,18.78,65.2,785.01,54.92,340.6,27.8,64.53
24-02-2021 19:00,2,35.77,16.86,64.78,759.8,54.99,340.6,27.81,65.24
24-02-2021 20:00,2,31.48,15.34,63.6,749.48,55.49,340.6,27.84,65.84
24-02-2021 21:00,2,29.05,14.45,63.34,765.15,55.9,340.6,27.86,66.25
24-02-2021 22:00,2,28.92,14.28,62.0,764.76,55.02,343.22,27.86,66.62
24-02-2021 23:00,2,29.0,14.39,61.64,790.93,54.33,346.71,27.81,66.69
25-02-2021 00:00,2,27.8,14.01,61.38,809.46,54.26,354.14,27.8,66.77
25-02-2021 01:00,2,27.82,14.05,60.79,824.74,54.23,355.88,27.8,66.88
25-02-2021 02:00,2,28.46,13.98,61.57,803.16,54.36,353.26,27.76,67.04
25-02-2021 03:00,2,27.07,13.53,61.44,787.49,55.39,341.47,27.79,67.02
25-02-2021 04:00,2,24.7,12.75,60.39,776.8,54.64,341.91,27.71,67.27
25-02-2021 05:00,2,22.75,12.09,59.74,786.92,53.98,341.04,27.7,67.64
25-02-2021 06:00,2,22.59,11.97,60.13,806.78,54.04,341.47,27.64,67.97
25-02-2021 07:00,2,24.11,12.4,60.56,833.14,54.8,351.95,27.7,68.19
25-02-2021 08:00,2,27.63,13.28,64.4,869.95,56.76,366.8,27.85,68.22
25-02-2021 11:00,2,21.6,11.7,58.89,1776.3,45.17,393.0,27.5,62.5
26-02-2021 11:00,2,31.43,16.2,67.01,2501.14,51.96,324.59,26.74,70.04
26-02-2021 12:00,2,34.33,16.94,66.81,1969.21,54.83,334.05,26.82,70.7
26-02-2021 13:00,2,34.67,17.75,67.2,2069.87,53.89,341.47,26.82,70.23
26-02-2021 14:00,2,33.94,17.5,66.87,1684.62,54.67,341.04,26.82,69.4
26-02-2021 15:00,2,37.88,19.04,72.4,1415.69,55.83,340.6,26.84,70.06
26-02-2021 16:00,2,44.76,21.61,80.65,1141.42,61.26,340.6,26.91,71.31
26-02-2021 17:00,2,51.63,24.1,76.43,1005.23,62.36,352.39,27.8,69.93
26-02-2021 18:00,2,54.62,25.46,68.7,1026.82,57.68,374.22,28.36,69.35
26-02-2021 19:00,2,55.39,25.86,70.83,906.49,58.25,367.24,28.4,70.52
26-02-2021 20:00,2,51.99,24.7,69.69,873.06,58.44,366.8,28.4,70.82
26-02-2021 21:00,2,49.13,23.53,70.96,842.12,58.22,366.36,28.4,71.16
26-02-2021 22:00,2,48.09,23.18,71.32,840.4,58.61,368.67,28.4,71.3
27-02-2021 16:00,2,73.0,34.0,64.78,1008.48,52.7,445.4,29.2,70.4
27-02-2021 17:00,2,73.86,34.05,61.93,956.36,52.16,429.18,29.2,70.38
27-02-2021 18:00,2,71.9,33.1,61.93,932.27,52.85,421.38,29.15,70.35
27-02-2021 19:00,2,69.47,32.22,62.42,916.42,53.51,419.2,29.06,70.44
27-02-2021 20:00,2,68.15,31.6,65.47,949.84,54.8,419.2,28.98,70.76
27-02-2021 21:00,2,66.8,30.95,63.83,933.99,53.92,419.2,28.9,70.14
27-02-2021 22:00,2,64.75,30.06,62.42,924.33,52.91,410.97,28.83,69.88
27-02-2021 23:00,2,57.54,26.75,58.06,807.03,51.31,393.0,28.76,68.72
28-02-2021 00:00,2,52.51,24.86,58.24,778.32,50.91,383.83,28.7,68.82
28-02-2021 01:00,2,46.51,22.52,60.72,772.21,52.32,380.77,28.68,69.17
28-02-2021 02:00,2,40.52,19.89,63.11,755.02,53.42,369.42,28.59,69.46
28-02-2021 03:00,2,35.89,17.82,65.56,746.43,54.89,368.11,28.52,69.75
28-02-2021 04:00,2,31.55,15.84,66.58,746.81,55.83,366.8,28.5,70.08
28-02-2021 05:00,2,29.43,14.86,65.63,766.1,55.68,366.8,28.46,70.44
28-02-2021 06:00,2,26.56,13.76,65.7,811.18,55.71,367.67,28.41,70.81
28-02-2021 07:00,2,24.93,13.03,65.14,861.98,55.83,389.51,28.54,70.83
28-02-2021 08:00,2,24.18,12.46,65.04,880.89,55.74,393.0,28.72,70.78
28-02-2021 09:00,2,25.38,12.44,63.73,830.09,54.17,394.31,28.92,70.09
28-02-2021 10:00,2,25.06,12.04,60.39,747.38,51.25,393.0,29.19,68.96
28-02-2021 11:00,2,22.64,11.08,56.93,664.11,49.03,393.0,29.26,68.29
28-02-2021 12:00,2,21.86,10.84,59.45,645.01,49.03,393.0,29.34,68.04
28-02-2021 13:00,2,21.18,10.86,60.0,663.53,49.31,393.0,29.49,67.88
28-02-2021 14:00,2,19.18,9.87,58.3,643.86,47.8,393.87,29.62,67.43
28-02-2021 15:00,2,18.18,9.21,59.71,648.64,48.9,393.0,29.49,67.88
28-02-2021 16:00,2,20.02,9.63,58.79,638.13,48.09,393.87,29.68,66.64
28-02-2021 17:00,2,23.82,11.02,59.09,618.84,47.87,393.0,29.62,66.54
28-02-2021 18:00,2,25.21,11.83,61.02,637.37,49.31,393.0,29.49,66.66
28-02-2021 19:00,2,23.24,11.17,62.55,678.24,51.13,382.96,29.34,66.88
28-02-2021 20:00,2,23.01,11.38,64.19,685.88,52.1,371.6,29.3,67.63
28-02-2021 21:00,2,22.1,11.2,63.6,687.6,52.35,368.98,29.24,68.52
28-02-2021 22:00,2,20.94,10.78,63.57,637.75,52.82,366.8,29.14,69.54
28-02-2021 23:00,2,20.6,10.76,62.52,605.09,52.85,362.87,29.06,70.02
01-03-2021 00:00,2,21.04,11.01,61.97,602.03,52.54,355.01,29.0,70.17
01-03-2021 01:00,2,21.08,11.06,61.34,611.01,52.32,344.97,28.95,70.35
01-03-2021 02:00,2,19.83,10.38,60.33,602.41,52.01,341.47,28.87,70.29
01-03-2021 03:00,2,18.6,9.95,60.2,591.91,52.07,340.6,28.86,70.13
01-03-2021 04:00,2,19.27,10.24,59.84,591.34,51.44,341.04,28.77,70.14
01-03-2021 05:00,2,18.08,9.92,61.57,596.88,51.76,344.53,28.76,70.14
01-03-2021 06:00,2,17.77,10.07,60.69,666.78,52.26,355.45,28.79,70.2
01-03-2021 07:00,2,18.63,10.38,59.48,754.26,51.82,368.98,28.87,70.08
01-03-2021 08:00,2,26.95,12.77,70.44,768.97,50.22,366.36,28.86,69.11
01-03-2021 09:00,2,30.16,12.93,92.05,645.98,53.19,322.67,28.87,67.34
01-03-2021 10:00,2,107.41,49.7,65.41,664.31,47.35,282.28,26.77,63.08
01-03-2021 11:00,2,97.85,45.36,63.99,619.6,47.65,289.51,26.88,61.94
01-03-2021 12:00,2,94.37,43.08,60.85,683.97,47.21,303.92,26.86,62.43
01-03-2021 13:00,2,77.75,36.37,62.82,711.86,51.57,313.96,26.99,63.48
01-03-2021 14:00,2,75.63,35.46,51.89,705.17,43.94,328.37,27.71,59.4
01-03-2021 15:00,2,75.82,35.9,53.33,623.23,43.38,316.58,27.67,59.04
01-03-2021 16:00,2,77.48,36.12,60.66,661.43,48.96,318.33,27.75,60.7
01-03-2021 17:00,2,64.3,29.37,64.06,704.41,52.76,349.77,28.8,61.09
01-03-2021 18:00,2,50.3,23.29,61.21,776.22,51.0,367.67,29.04,62.94
01-03-2021 19:00,2,38.38,17.98,64.19,781.19,53.64,369.42,29.1,65.08
01-03-2021 20:00,2,29.73,14.01,66.45,708.61,55.02,364.62,29.04,66.85
01-03-2021 21:00,2,25.36,12.53,66.11,654.58,55.79,363.25,29.06,67.94
01-03-2021 22:00,2,23.43,11.93,63.44,644.62,54.52,357.63,29.04,68.57
01-03-2021 23:00,2,23.0,11.69,61.51,640.42,53.14,346.71,29.02,68.84
02-03-2021 00:00,2,21.55,11.38,60.2,638.9,52.1,348.9,29.03,69.06
02-03-2021 01:00,2,21.34,11.25,58.79,658.76,52.04,355.45,29.1,69.13
02-03-2021 02:00,2,20.73,11.11,58.63,668.31,51.41,363.74,29.04,69.36
02-03-2021 03:00,2,20.18,10.99,58.86,670.79,51.76,366.36,29.0,69.63
02-03-2021 04:00,2,21.06,11.07,59.05,691.61,51.66,366.8,29.0,69.83
02-03-2021 05:00,2,22.24,11.48,59.54,738.6,52.23,368.11,28.92,70.05
02-03-2021 06:00,2,24.64,12.36,59.77,770.3,52.41,374.66,28.9,70.25
02-03-2021 07:00,2,24.57,12.4,59.25,830.09,52.45,392.56,28.99,70.18
02-03-2021 08:00,2,35.97,15.52,69.36,799.53,54.33,382.52,28.87,70.47
02-03-2021 09:00,2,50.63,21.62,107.02,683.78,65.37,313.53,27.75,72.99
02-03-2021 10:00,2,55.27,23.06,106.23,643.48,54.04,283.4,27.78,69.47
02-03-2021 11:00,2,54.14,24.27,87.58,1159.18,44.13,283.83,27.61,65.94
02-03-2021 12:00,2,51.47,25.08,54.47,1991.56,38.24,307.41,27.27,62.78
02-03-2021 13:00,2,56.51,27.21,52.84,1257.93,40.06,313.09,27.18,60.16
02-03-2021 14:00,2,61.63,29.51,53.72,908.97,43.63,314.4,27.79,58.14
02-03-2021 15:00,2,63.49,30.36,53.59,784.06,43.47,316.15,27.74,57.27
02-03-2021 16:00,2,79.01,36.83,60.53,817.86,48.18,329.68,27.78,58.74
02-03-2021 17:00,2,107.59,48.32,69.72,1534.3,55.36,419.64,28.8,60.4
02-03-2021 18:00,2,71.28,32.3,64.71,1206.93,52.23,408.72,29.17,62.01
02-03-2021 19:00,2,46.86,21.44,64.91,915.27,53.2,392.13,29.2,63.34
02-03-2021 20:00,2,36.36,17.05,63.9,793.41,53.73,373.35,29.2,64.82
02-03-2021 21:00,2,30.1,14.74,63.67,744.71,53.98,366.8,29.2,65.82
02-03-2021 22:00,2,27.75,13.88,61.97,733.44,53.01,366.8,29.2,66.37
02-03-2021 23:00,2,26.63,13.43,61.25,765.91,52.66,374.22,29.21,66.74
03-03-2021 00:00,2,24.36,12.68,61.25,765.53,52.48,374.22,29.2,67.14
03-03-2021 01:00,2,23.68,12.42,60.85,760.56,52.57,376.84,29.2,67.5
03-03-2021 02:00,2,24.02,12.42,61.87,760.18,53.14,377.72,29.2,67.92
03-03-2021 03:00,2,22.76,12.12,60.98,760.75,52.73,386.45,29.18,68.28
03-03-2021 04:00,2,22.1,11.87,59.68,773.36,51.82,389.51,29.12,68.62
03-03-2021 05:00,2,22.38,11.96,59.64,781.38,52.13,391.69,29.1,68.95
03-03-2021 06:00,2,24.65,12.8,59.22,834.86,52.13,396.06,29.1,69.11
03-03-2021 07:00,2,26.26,13.29,61.7,937.43,52.79,419.64,29.18,68.98
03-03-2021 08:00,2,29.06,14.02,66.25,985.18,54.73,419.2,29.31,68.68
03-03-2021 09:00,2,48.15,20.98,65.37,836.2,42.66,418.76,28.84,65.59
03-03-2021 10:00,2,58.26,27.67,47.73,825.69,36.48,393.0,27.59,59.62
03-03-2021 11:00,2,64.6,30.64,49.43,919.47,37.67,407.85,27.58,57.51
03-03-2021 12:00,2,68.84,32.2,47.54,2069.68,36.1,437.98,27.49,57.06
03-03-2021 13:00,2,66.54,31.46,48.94,1622.35,37.23,437.54,27.21,56.0
03-03-2021 14:00,2,63.34,30.37,50.91,1354.0,38.27,424.0,27.31,54.4
03-03-2021 15:00,2,62.34,29.9,53.92,1224.12,39.96,420.51,27.21,53.77
03-03-2021 16:00,2,61.63,29.31,57.39,1127.47,42.34,414.83,27.3,53.44
03-03-2021 17:00,2,82.01,36.78,82.81,966.84,63.99,406.1,28.2,56.86
03-03-2021 18:00,2,108.58,47.8,72.7,816.33,58.03,420.95,29.15,58.48
03-03-2021 19:00,2,108.66,48.28,73.84,705.74,59.75,399.55,29.2,61.32
03-03-2021 20:00,2,89.02,39.87,73.19,641.95,59.6,386.45,29.21,63.02
03-03-2021 21:00,2,78.69,35.59,71.34,612.33,58.73,366.8,29.22,64.34
03-03-2021 22:00,2,77.29,35.14,69.78,609.1,57.56,366.36,29.2,65.37
03-03-2021 23:00,2,76.66,34.92,67.49,563.83,57.06,345.4,29.19,66.32
04-03-2021 00:00,2,84.25,38.0,67.23,496.41,56.96,338.85,29.1,67.11
04-03-2021 01:00,2,75.78,34.23,66.32,472.53,56.62,317.46,29.1,67.09
04-03-2021 02:00,2,55.75,25.21,63.44,471.77,54.52,315.71,29.1,66.73
04-03-2021 03:00,2,43.02,19.57,65.24,494.31,55.24,315.71,29.08,66.86
04-03-2021 04:00,2,47.84,21.62,67.63,523.72,56.46,314.4,29.0,67.07
04-03-2021 05:00,2,47.84,21.27,68.7,567.65,56.93,318.77,28.94,67.24
04-03-2021 06:00,2,65.88,24.77,68.9,658.57,56.84,338.42,28.9,67.11
04-03-2021 07:00,2,84.65,29.25,75.9,958.06,59.06,381.21,28.79,67.79
04-03-2021 08:00,2,97.39,31.01,98.12,856.64,67.75,333.18,28.66,67.8
04-03-2021 09:00,2,93.77,30.73,108.62,867.14,67.75,340.6,29.1,66.13
05-03-2021 07:00,2,58.78,21.95,0.62,9086.22,7.61,,28.05,66.52
05-03-2021 08:00,2,62.17,22.03,26.78,783.37,35.39,439.79,28.21,62.13
05-03-2021 09:00,2,47.37,16.97,35.8,697.71,31.27,367.57,29.41,51.66
05-03-2021 10:00,2,42.27,19.54,36.02,628.96,22.49,330.56,28.31,51.84
05-03-2021 11:00,2,57.54,26.74,67.27,1067.88,47.96,289.51,27.09,57.64
05-03-2021 12:00,2,67.76,31.44,68.02,1059.86,50.59,310.47,26.99,58.9
05-03-2021 13:00,2,60.21,28.18,61.54,862.94,48.46,315.71,27.36,57.12
05-03-2021 14:00,2,30.57,15.25,61.97,852.43,48.02,314.4,27.38,56.92
05-03-2021 15:00,2,38.22,18.04,64.06,924.06,48.74,314.4,27.47,57.44
05-03-2021 16:00,2,53.39,24.93,63.54,813.28,48.3,314.84,27.8,55.42
05-03-2021 17:00,2,53.78,24.27,67.2,778.32,51.79,316.58,27.94,57.1
05-03-2021 18:00,2,40.69,17.94,64.75,770.3,50.56,340.16,28.92,57.25
05-03-2021 19:00,2,36.19,16.26,62.72,772.4,49.84,344.53,29.01,58.93
05-03-2021 20:00,2,31.08,14.14,63.5,759.42,50.56,340.6,29.07,60.03
05-03-2021 21:00,2,28.73,13.1,65.17,744.52,51.0,340.6,29.08,60.54
05-03-2021 22:00,2,28.54,12.89,66.55,733.06,51.85,340.6,29.09,60.86
05-03-2021 23:00,2,34.8,14.63,68.12,768.78,53.17,340.6,29.04,61.42
06-03-2021 00:00,2,47.88,20.58,65.34,747.57,53.04,341.91,29.05,61.1
06-03-2021 01:00,2,40.17,18.21,63.67,700.4,52.23,333.18,28.96,61.3
06-03-2021 02:00,2,32.39,15.17,61.61,665.06,50.28,320.51,28.93,60.97
06-03-2021 03:00,2,26.89,12.59,65.01,656.08,51.79,315.27,28.85,61.22
06-03-2021 04:00,2,43.22,19.26,67.99,714.15,54.04,324.88,28.76,62.1
06-03-2021 05:00,2,81.66,34.72,67.76,948.89,54.04,372.04,28.68,62.36
06-03-2021 06:00,2,73.61,30.56,64.26,1372.91,53.1,450.64,28.65,62.8
06-03-2021 07:00,2,81.43,33.42,65.3,1872.95,54.58,538.85,28.7,63.38
06-03-2021 08:00,2,62.07,26.75,69.16,1412.64,57.09,451.08,28.89,62.04
06-03-2021 09:00,2,54.34,23.22,71.06,1060.43,56.96,398.24,29.14,61.17
06-03-2021 10:00,2,43.48,19.3,60.63,855.75,49.33,385.44,29.42,59.94
06-03-2021 11:00,2,39.42,17.71,55.85,760.56,45.23,380.77,29.66,58.76
06-03-2021 12:00,2,37.88,16.67,52.67,719.12,43.66,369.42,29.78,57.54
06-03-2021 13:00,2,40.04,17.74,52.05,715.87,43.07,380.77,29.88,56.91
06-03-2021 14:00,2,44.38,19.77,53.3,739.36,43.0,393.0,30.02,56.56
06-03-2021 15:00,2,45.55,20.37,56.7,759.22,43.54,393.0,30.14,56.86
06-03-2021 16:00,2,44.11,20.15,59.64,762.28,45.89,396.93,30.12,58.57
06-03-2021 17:00,2,34.49,15.87,58.73,734.2,45.67,394.31,30.13,58.28
06-03-2021 18:00,2,34.13,15.49,58.3,748.72,47.4,393.0,30.03,58.94
06-03-2021 19:00,2,39.83,17.44,61.05,817.48,50.16,393.0,29.93,59.68
06-03-2021 20:00,2,44.15,19.92,63.26,817.36,51.72,393.0,29.9,60.49
07-03-2021 08:00,2,31.9,14.62,60.07,696.77,50.44,340.6,29.5,66.44
07-03-2021 09:00,2,34.83,15.51,59.36,707.02,49.41,355.7,29.62,65.86
07-03-2021 10:00,2,39.72,17.25,56.21,744.71,47.33,367.24,29.94,64.53
07-03-2021 11:00,2,44.94,19.45,54.34,745.09,46.3,372.91,30.19,63.48
07-03-2021 12:00,2,46.42,20.6,51.66,742.42,44.07,386.89,30.29,62.3
07-03-2021 13:00,2,45.5,20.78,49.83,745.09,41.34,393.0,30.35,60.65
07-03-2021 14:00,2,40.33,18.61,53.8,765.29,42.42,393.0,30.44,60.85
07-03-2021 15:00,2,32.17,14.75,57.97,752.92,45.39,393.44,30.5,62.47
07-03-2021 16:00,2,30.02,13.54,58.6,747.96,45.95,394.75,30.45,62.98
07-03-2021 17:00,2,31.86,14.27,55.29,743.56,45.76,393.0,30.4,62.49
07-03-2021 18:00,2,32.11,14.45,49.76,727.33,42.6,383.39,30.2,60.43
07-03-2021 19:00,2,32.17,14.82,52.08,741.46,42.41,380.77,30.07,59.67
07-03-2021 20:00,2,33.97,15.62,54.44,739.36,43.29,374.22,29.96,59.91
07-03-2021 21:00,2,36.8,16.7,56.04,726.76,45.73,366.8,29.9,60.52
07-03-2021 22:00,2,39.53,17.83,58.5,748.34,48.37,366.8,29.9,60.94
07-03-2021 23:00,2,40.36,18.36,61.21,785.39,50.91,366.8,29.82,61.22
08-03-2021 00:00,2,41.3,18.9,62.69,786.73,51.16,368.11,29.79,61.47
08-03-2021 01:00,2,48.42,22.03,64.26,794.18,51.19,365.49,29.66,61.83
08-03-2021 02:00,2,46.17,21.1,65.79,763.24,52.88,356.32,29.62,61.82
08-03-2021 03:00,2,46.0,20.88,64.91,767.82,52.29,357.63,29.54,62.16
08-03-2021 04:00,2,54.43,23.2,63.05,777.37,51.6,348.9,29.46,61.11
08-03-2021 05:00,2,72.69,29.34,64.75,865.04,52.48,366.36,29.36,60.9
08-03-2021 06:00,2,95.38,37.97,67.63,1288.49,54.58,437.1,29.3,62.1
08-03-2021 07:00,2,107.6,41.92,70.31,1800.37,55.9,517.45,29.36,63.41
08-03-2021 08:00,2,121.76,41.28,104.27,1352.09,68.69,435.79,29.32,65.83
08-03-2021 09:00,2,70.13,30.56,73.91,1254.3,46.77,401.3,27.62,63.31
08-03-2021 10:00,2,61.72,28.37,82.38,1084.5,53.2,366.36,27.2,62.45
08-03-2021 11:00,2,64.4,29.69,68.46,998.45,45.64,366.8,27.3,58.94
08-03-2021 14:00,2,61.21,28.47,67.52,699.06,48.93,315.09,26.96,57.86
08-03-2021 15:00,2,71.13,32.41,70.8,728.86,51.88,315.27,27.0,59.29
08-03-2021 16:00,2,57.44,26.44,72.73,745.09,55.11,310.03,27.04,60.56
08-03-2021 17:00,2,43.17,19.76,71.22,742.99,57.75,326.19,28.14,60.17
08-03-2021 18:00,2,46.72,20.36,65.89,806.21,52.79,364.62,29.11,60.42
08-03-2021 19:00,2,52.1,22.9,61.77,838.3,49.12,389.94,29.38,59.86
08-03-2021 20:00,2,53.7,23.94,63.08,798.57,50.72,374.66,29.4,61.52
08-03-2021 21:00,2,48.41,21.67,65.3,775.84,53.1,367.67,29.38,63.29
08-03-2021 22:00,2,41.16,18.78,64.48,720.64,53.79,364.62,29.38,64.33
08-03-2021 23:00,2,36.65,16.96,63.67,667.54,53.39,346.71,29.36,65.18
09-03-2021 00:00,2,35.32,16.35,63.47,657.04,52.88,341.47,29.34,65.87
09-03-2021 01:00,2,36.08,16.74,62.59,637.56,52.19,340.6,29.3,66.34
09-03-2021 02:00,2,37.7,17.44,63.44,649.21,52.38,341.91,29.26,66.52
09-03-2021 03:00,2,36.34,16.72,62.85,617.88,53.35,333.18,29.22,66.66
09-03-2021 04:00,2,37.41,17.05,64.48,631.64,54.39,327.5,29.17,66.86
09-03-2021 05:00,2,39.3,17.79,64.52,669.07,55.21,337.98,29.1,67.17
09-03-2021 06:00,2,53.51,23.07,66.28,817.48,55.27,354.14,29.07,67.16
09-03-2021 07:00,2,94.72,36.26,84.25,1726.83,60.85,475.97,28.83,67.47
09-03-2021 08:00,2,113.17,37.56,116.7,1342.92,75.81,387.32,28.75,68.24
09-03-2021 09:00,2,99.23,34.74,109.44,999.88,58.75,364.62,29.59,63.84
09-03-2021 10:00,2,73.72,29.57,72.2,887.08,30.78,411.65,29.43,59.18
09-03-2021 11:00,2,52.19,24.24,53.33,780.43,37.17,325.75,27.23,57.8
09-03-2021 12:00,2,74.66,33.68,67.95,819.2,50.72,326.19,27.01,60.82
